epoch,step,train_accuracy,train_f1_score,train_loss
0,781,0.8804200291633606,0.8804200291633606,0.4546407461166382
1,1563,0.9319599866867065,0.9319599866867065,0.24002580344676971
2,2345,0.9474200010299683,0.9474200010299683,0.18516597151756287
