epoch,step,train_accuracy,train_f1_score,train_loss
0,781,0.8822799921035767,0.8822799921035767,0.448508083820343
1,1563,0.938539981842041,0.938539981842041,0.2176608443260193
2,2345,0.9511399865150452,0.9511399865150452,0.169669046998024
