epoch,step,train_accuracy,train_f1_score,train_loss
0,781,0.8819000124931335,0.8819000124931335,0.4521957337856293
1,1563,0.9316200017929077,0.9316200017929077,0.23770269751548767
2,2345,0.9460600018501282,0.9460600018501282,0.1858919858932495
